"#","00_IDENTIFICADOR DE L'ALUMNE/A","01_NOM","02_DATA NAIXEMENT","03_RESPONSABLE 1","04_TELÈFON RESP. 1","05_MÒBIL RESP. 1","06_ADREÇA ELECTR. RESP. 1","07_RESPONSABLE 2","08_TELÈFON RESP. 2","09_MÒBIL RESP. 2","10_ADREÇA ELECTR. RESP. 2","11_ADREÇA","12_LOCALITAT","13_MUNICIPI","14_CORREU ELECTRÒNIC","15_ALTRES TELÈFONS","16_CENTRE PROCEDÈNCIA","17_GRUPSCLASSE"
"1","79702504683","Camps Guerrero, Alexandra","28/01/1994","Alba Valero, Álvaro","+34 XXXXXXX","+34 XXXXXXX","alexandra@mailintaor.com","Torres Ramon, Mireia","+34 XXXXZZZZ","+34 XXXXLLL","alvaro@mailintaor.com","c/ de l'aviador Mireia Torres Ramon","L'Armentera","Albanyà","alexandra@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","53867282164","Casals Grau, Pablo","31/08/1991","Castillo Vidal, Cristina","+34 XXXXXXX","+34 XXXXXXX","pablo@mailintaor.com","Pereira Ibañez, Mariona","+34 XXXXZZZZ","+34 XXXXLLL","cristina@mailintaor.com","c/ de l'aviador Mariona Pereira Ibañez","L'Armentera","Albanyà","pablo@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","26614675955","Pla Silva, Judith","27/10/1998","Cardona Santos, Cristina","+34 XXXXXXX","+34 XXXXXXX","judith@mailintaor.com","Rovira Lara, Lucas","+34 XXXXZZZZ","+34 XXXXLLL","cristina@mailintaor.com","c/ de l'aviador Lucas Rovira Lara","L'Armentera","Albanyà","judith@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","42361535213","Egea Dominguez, Malak","24/10/1995","Bautista Carbonell, Lucía","+34 XXXXXXX","+34 XXXXXXX","malak@mailintaor.com","Garriga Vazquez, Noa","+34 XXXXZZZZ","+34 XXXXLLL","lucia@mailintaor.com","c/ de l'aviador Noa Garriga Vazquez","L'Armentera","Albanyà","malak@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","25015272506","Murillo Abad, Salma","20/10/1999","Lorenzo Palau, Antonio","+34 XXXXXXX","+34 XXXXXXX","salma@mailintaor.com","Carreras Gomez, Aitor","+34 XXXXZZZZ","+34 XXXXLLL","antonio@mailintaor.com","c/ de l'aviador Aitor Carreras Gomez","L'Armentera","Albanyà","salma@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","67611286901","Marco Pacheco, Gisela","01/04/1999","Linares Vila, Laura","+34 XXXXXXX","+34 XXXXXXX","gisela@mailintaor.com","Esteban Martin, Gabriel","+34 XXXXZZZZ","+34 XXXXLLL","laura@mailintaor.com","c/ de l'aviador Gabriel Esteban Martin","L'Armentera","Albanyà","gisela@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","38886672394","Quesada Esteve, Miquel","30/03/1996","Torrent Puig, Joel","+34 XXXXXXX","+34 XXXXXXX","miquel@mailintaor.com","Ponce Carmona, Clara","+34 XXXXZZZZ","+34 XXXXLLL","joel@mailintaor.com","c/ de l'aviador Clara Ponce Carmona","L'Armentera","Albanyà","miquel@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","51091638267","Mas Soler, Oriol","02/03/1997","Lazaro Alvarez, Mireia","+34 XXXXXXX","+34 XXXXXXX","oriol@mailintaor.com","Dalmau Rodriguez, Guillem","+34 XXXXZZZZ","+34 XXXXLLL","mireia@mailintaor.com","c/ de l'aviador Guillem Dalmau Rodriguez","L'Armentera","Albanyà","oriol@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","85629828259","Herrero Dalmau, Hugo","06/03/1995","Sans Hurtado, Oriol","+34 XXXXXXX","+34 XXXXXXX","hugo@mailintaor.com","Roig Gallego, Axel","+34 XXXXZZZZ","+34 XXXXLLL","oriol@mailintaor.com","c/ de l'aviador Axel Roig Gallego","L'Armentera","Albanyà","hugo@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","24431138667","Maldonado Piñol, Helena","20/03/1997","Santamaria Cabello, Eloi","+34 XXXXXXX","+34 XXXXXXX","helena@mailintaor.com","Bosch Valle, Eva","+34 XXXXZZZZ","+34 XXXXLLL","eloi@mailintaor.com","c/ de l'aviador Eva Bosch Valle","L'Armentera","Albanyà","helena@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","75204738830","Marcos Roig, Lucía","16/07/1995","Pujol Nieto, Arlet","+34 XXXXXXX","+34 XXXXXXX","lucia@mailintaor.com","Montero Cruz, Xavier","+34 XXXXZZZZ","+34 XXXXLLL","arlet@mailintaor.com","c/ de l'aviador Xavier Montero Cruz","L'Armentera","Albanyà","lucia@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","12817949492","Garriga Guillen, Judit","08/10/1992","Sole Nadal, Mariona","+34 XXXXXXX","+34 XXXXXXX","judit@mailintaor.com","Carreras Sala, Ainara","+34 XXXXZZZZ","+34 XXXXLLL","mariona@mailintaor.com","c/ de l'aviador Ainara Carreras Sala","L'Armentera","Albanyà","judit@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","16241594689","Exposito Moreno, Aleix","21/05/1997","Rueda Rojas, Daniela","+34 XXXXXXX","+34 XXXXXXX","aleix@mailintaor.com","Mateu Cuenca, Carla","+34 XXXXZZZZ","+34 XXXXLLL","daniela@mailintaor.com","c/ de l'aviador Carla Mateu Cuenca","L'Armentera","Albanyà","aleix@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","15865523903","Pacheco Guillen, Adrián","19/09/1992","Benitez Santamaria, Oriol","+34 XXXXXXX","+34 XXXXXXX","adrian@mailintaor.com","Benitez Vera, Marwa","+34 XXXXZZZZ","+34 XXXXLLL","oriol@mailintaor.com","c/ de l'aviador Marwa Benitez Vera","L'Armentera","Albanyà","adrian@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","85150912862","Badia Prat, Laura","14/08/1993","Villanueva Prieto, Bruna","+34 XXXXXXX","+34 XXXXXXX","laura@mailintaor.com","Palau Pujol, Jaume","+34 XXXXZZZZ","+34 XXXXLLL","bruna@mailintaor.com","c/ de l'aviador Jaume Palau Pujol","L'Armentera","Albanyà","laura@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","96717581697","Rosell Santiago, Aya","21/08/1991","Rubio Esteve, Lola","+34 XXXXXXX","+34 XXXXXXX","aya@mailintaor.com","Miguel Guerrero, Marwa","+34 XXXXZZZZ","+34 XXXXLLL","lola@mailintaor.com","c/ de l'aviador Marwa Miguel Guerrero","L'Armentera","Albanyà","aya@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","46433592941","Carrasco Pages, Erik","25/05/1991","Campos Reyes, Berta","+34 XXXXXXX","+34 XXXXXXX","erik@mailintaor.com","Vargas Manzano, Erik","+34 XXXXZZZZ","+34 XXXXLLL","berta@mailintaor.com","c/ de l'aviador Erik Vargas Manzano","L'Armentera","Albanyà","erik@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","71854707297","Colomer Sancho, Lluc","11/03/1999","Campos Vargas, Sara","+34 XXXXXXX","+34 XXXXXXX","lluc@mailintaor.com","Guerrero Mir, Bruno","+34 XXXXZZZZ","+34 XXXXLLL","sara@mailintaor.com","c/ de l'aviador Bruno Guerrero Mir","L'Armentera","Albanyà","lluc@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","77683722081","Bonet Lopez, Lucía","21/09/1998","Rey Roldan, Valentina","+34 XXXXXXX","+34 XXXXXXX","lucia@mailintaor.com","Ros Jimenez, Carlota","+34 XXXXZZZZ","+34 XXXXLLL","valentina@mailintaor.com","c/ de l'aviador Carlota Ros Jimenez","L'Armentera","Albanyà","lucia@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","86154247269","Salvador Mesa, Lola","03/04/1997","Carbonell Andres, Ian","+34 XXXXXXX","+34 XXXXXXX","lola@mailintaor.com","Estrada Simon, Mar","+34 XXXXZZZZ","+34 XXXXLLL","ian@mailintaor.com","c/ de l'aviador Mar Estrada Simon","L'Armentera","Albanyà","lola@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","77468368801","Torrent Nadal, Adriana","23/01/1998","Prats Arias, Albert","+34 XXXXXXX","+34 XXXXXXX","adriana@mailintaor.com","Casado Valverde, Valentina","+34 XXXXZZZZ","+34 XXXXLLL","albert@mailintaor.com","c/ de l'aviador Valentina Casado Valverde","L'Armentera","Albanyà","adriana@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","79555677528","Garrido Esteve, Arnau","07/11/1990","Guerra Guillen, Bruno","+34 XXXXXXX","+34 XXXXXXX","arnau@mailintaor.com","Aguilera Bautista, Helena","+34 XXXXZZZZ","+34 XXXXLLL","bruno@mailintaor.com","c/ de l'aviador Helena Aguilera Bautista","L'Armentera","Albanyà","arnau@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","70698207837","Bautista Castaño, Arnau","26/04/1998","Rico Farre, Daniela","+34 XXXXXXX","+34 XXXXXXX","arnau@mailintaor.com","Exposito Alvarez, Marc","+34 XXXXZZZZ","+34 XXXXLLL","daniela@mailintaor.com","c/ de l'aviador Marc Exposito Alvarez","L'Armentera","Albanyà","arnau@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","48332167759","Bosch Bermudez, Noa","25/11/1996","Molina Hidalgo, Ariadna","+34 XXXXXXX","+34 XXXXXXX","noa@mailintaor.com","Miranda Villar, Arlet","+34 XXXXZZZZ","+34 XXXXLLL","ariadna@mailintaor.com","c/ de l'aviador Arlet Miranda Villar","L'Armentera","Albanyà","noa@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","20138546131","Aguilar Amaya, Izan","08/04/1998","Jimenez Nadal, Max","+34 XXXXXXX","+34 XXXXXXX","izan@mailintaor.com","Nieto Flores, Laura","+34 XXXXZZZZ","+34 XXXXLLL","max@mailintaor.com","c/ de l'aviador Laura Nieto Flores","L'Armentera","Albanyà","izan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","85859504432","Sierra Rivera, Mohamed","23/03/1996","Cuevas Bautista, Mariona","+34 XXXXXXX","+34 XXXXXXX","mohamed@mailintaor.com","Pallares Rius, Malak","+34 XXXXZZZZ","+34 XXXXLLL","mariona@mailintaor.com","c/ de l'aviador Malak Pallares Rius","L'Armentera","Albanyà","mohamed@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","36346871267","Roca Campos, Guillem","27/06/1992","Estrada Soto, Leyre","+34 XXXXXXX","+34 XXXXXXX","guillem@mailintaor.com","Garrido Espinosa, José","+34 XXXXZZZZ","+34 XXXXLLL","leyre@mailintaor.com","c/ de l'aviador José Garrido Espinosa","L'Armentera","Albanyà","guillem@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","85512943844","Grau Sanz, Marc","09/04/1997","Miro Parra, Bruna","+34 XXXXXXX","+34 XXXXXXX","marc@mailintaor.com","Maldonado Planas, Mohamed","+34 XXXXZZZZ","+34 XXXXLLL","bruna@mailintaor.com","c/ de l'aviador Mohamed Maldonado Planas","L'Armentera","Albanyà","marc@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","87289978461","Ribera Roman, Martina","11/07/1993","Gomez Suarez, Jana","+34 XXXXXXX","+34 XXXXXXX","martina@mailintaor.com","Mas Silva, Miquel","+34 XXXXZZZZ","+34 XXXXLLL","jana@mailintaor.com","c/ de l'aviador Miquel Mas Silva","L'Armentera","Albanyà","martina@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","21956854530","Lorenzo Valls, Valentina","02/06/1991","Ferre Arroyo, Mariona","+34 XXXXXXX","+34 XXXXXXX","valentina@mailintaor.com","Guillen Rubio, Malak","+34 XXXXZZZZ","+34 XXXXLLL","mariona@mailintaor.com","c/ de l'aviador Malak Guillen Rubio","L'Armentera","Albanyà","valentina@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","53486913930","Esteve Casanovas, Martí","18/01/1990","Casals Garcia, Paula","+34 XXXXXXX","+34 XXXXXXX","marti@mailintaor.com","Rey Roca, Queralt","+34 XXXXZZZZ","+34 XXXXLLL","paula@mailintaor.com","c/ de l'aviador Queralt Rey Roca","L'Armentera","Albanyà","marti@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","94645803158","Ramos Asensio, Daniela","24/12/1997","Guerrero Sierra, Albert","+34 XXXXXXX","+34 XXXXXXX","daniela@mailintaor.com","Espinosa Jurado, Salma","+34 XXXXZZZZ","+34 XXXXLLL","albert@mailintaor.com","c/ de l'aviador Salma Espinosa Jurado","L'Armentera","Albanyà","daniela@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","75381275960","Rueda Campos, Hugo","26/12/1996","Manzano Lara, Mireia","+34 XXXXXXX","+34 XXXXXXX","hugo@mailintaor.com","Miro Pages, Ona","+34 XXXXZZZZ","+34 XXXXLLL","mireia@mailintaor.com","c/ de l'aviador Ona Miro Pages","L'Armentera","Albanyà","hugo@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","74989955984","Sala Ramirez, Pau","04/12/1996","Martos Galindo, Ismael","+34 XXXXXXX","+34 XXXXXXX","pau@mailintaor.com","Salas Arenas, Izan","+34 XXXXZZZZ","+34 XXXXLLL","ismael@mailintaor.com","c/ de l'aviador Izan Salas Arenas","L'Armentera","Albanyà","pau@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","79548003286","Barrera Torrent, David","27/07/1992","Carreras Gimenez, Aina","+34 XXXXXXX","+34 XXXXXXX","david@mailintaor.com","Castro Lorente, Xavier","+34 XXXXZZZZ","+34 XXXXLLL","aina@mailintaor.com","c/ de l'aviador Xavier Castro Lorente","L'Armentera","Albanyà","david@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","11382871505","Palau Santiago, Quim","12/06/1992","Alvarez Cabello, Ivet","+34 XXXXXXX","+34 XXXXXXX","quim@mailintaor.com","Beltran Andres, Ivet","+34 XXXXZZZZ","+34 XXXXLLL","ivet@mailintaor.com","c/ de l'aviador Ivet Beltran Andres","L'Armentera","Albanyà","quim@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","74585731181","Castro Soriano, Noa","18/05/1993","Velasco Ramon, Marta","+34 XXXXXXX","+34 XXXXXXX","noa@mailintaor.com","Tomas Luna, Eloi","+34 XXXXZZZZ","+34 XXXXLLL","marta@mailintaor.com","c/ de l'aviador Eloi Tomas Luna","L'Armentera","Albanyà","noa@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","27315967754","Escudero Hidalgo, Ivet","21/07/1990","Prat Oliver, Laia","+34 XXXXXXX","+34 XXXXXXX","ivet@mailintaor.com","Roman Lorente, Adam","+34 XXXXZZZZ","+34 XXXXLLL","laia@mailintaor.com","c/ de l'aviador Adam Roman Lorente","L'Armentera","Albanyà","ivet@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","65867925411","Egea Santamaria, Blanca","03/06/1998","Carrasco Castro, Lola","+34 XXXXXXX","+34 XXXXXXX","blanca@mailintaor.com","Andres Alcaraz, Eloi","+34 XXXXZZZZ","+34 XXXXLLL","lola@mailintaor.com","c/ de l'aviador Eloi Andres Alcaraz","L'Armentera","Albanyà","blanca@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","56423689683","Parra Aparicio, Adriana","28/02/1999","Heredia Mir, Bernat","+34 XXXXXXX","+34 XXXXXXX","adriana@mailintaor.com","Sancho Ibañez, Sergi","+34 XXXXZZZZ","+34 XXXXLLL","bernat@mailintaor.com","c/ de l'aviador Sergi Sancho Ibañez","L'Armentera","Albanyà","adriana@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","35994753306","Villanueva Vega, Joel","02/05/1997","Prat Pons, Ona","+34 XXXXXXX","+34 XXXXXXX","joel@mailintaor.com","Navarro Calderon, Joana","+34 XXXXZZZZ","+34 XXXXLLL","ona@mailintaor.com","c/ de l'aviador Joana Navarro Calderon","L'Armentera","Albanyà","joel@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","65061070316","Egea Izquierdo, Judit","27/10/1999","Casals Calderon, Judith","+34 XXXXXXX","+34 XXXXXXX","judit@mailintaor.com","Garrido Valls, Roc","+34 XXXXZZZZ","+34 XXXXLLL","judith@mailintaor.com","c/ de l'aviador Roc Garrido Valls","L'Armentera","Albanyà","judit@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","11812887639","Barrera Caballero, Mario","19/07/1992","Sola Dominguez, Roger","+34 XXXXXXX","+34 XXXXXXX","mario@mailintaor.com","Mora Simon, Pablo","+34 XXXXZZZZ","+34 XXXXLLL","roger@mailintaor.com","c/ de l'aviador Pablo Mora Simon","L'Armentera","Albanyà","mario@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","18940130883","Domingo Marco, Leyre","29/08/1999","Bautista Ventura, Bruna","+34 XXXXXXX","+34 XXXXXXX","leyre@mailintaor.com","Ibañez Valero, Gabriel","+34 XXXXZZZZ","+34 XXXXLLL","bruna@mailintaor.com","c/ de l'aviador Gabriel Ibañez Valero","L'Armentera","Albanyà","leyre@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","37743643713","Pla Valencia, Adrián","28/01/1991","Soler Velasco, Carla","+34 XXXXXXX","+34 XXXXXXX","adrian@mailintaor.com","Puig Rivera, Roc","+34 XXXXZZZZ","+34 XXXXLLL","carla@mailintaor.com","c/ de l'aviador Roc Puig Rivera","L'Armentera","Albanyà","adrian@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","16275555420","Galvez Beltran, Arlet","28/12/1999","Gimeno Palacios, Bernat","+34 XXXXXXX","+34 XXXXXXX","arlet@mailintaor.com","Marcos Abad, Joan","+34 XXXXZZZZ","+34 XXXXLLL","bernat@mailintaor.com","c/ de l'aviador Joan Marcos Abad","L'Armentera","Albanyà","arlet@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","40018013488","Bueno Sierra, Aina","02/12/1996","Villar Roman, Salma","+34 XXXXXXX","+34 XXXXXXX","aina@mailintaor.com","Carmona Guzman, Oriol","+34 XXXXZZZZ","+34 XXXXLLL","salma@mailintaor.com","c/ de l'aviador Oriol Carmona Guzman","L'Armentera","Albanyà","aina@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","88877774617","Herrera Ribera, Erik","20/06/1996","Domingo Farre, Cristina","+34 XXXXXXX","+34 XXXXXXX","erik@mailintaor.com","Riera Collado, Oriol","+34 XXXXZZZZ","+34 XXXXLLL","cristina@mailintaor.com","c/ de l'aviador Oriol Riera Collado","L'Armentera","Albanyà","erik@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","51498062703","Roman Palau, Leire","15/07/1996","Leon Piñol, Ana","+34 XXXXXXX","+34 XXXXXXX","leire@mailintaor.com","Torrent Bueno, Xavier","+34 XXXXZZZZ","+34 XXXXLLL","ana@mailintaor.com","c/ de l'aviador Xavier Torrent Bueno","L'Armentera","Albanyà","leire@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","75166821373","Juan Heredia, Helena","10/05/1990","Bravo Cortes, Mar","+34 XXXXXXX","+34 XXXXXXX","helena@mailintaor.com","Serra Arroyo, Lola","+34 XXXXZZZZ","+34 XXXXLLL","mar@mailintaor.com","c/ de l'aviador Lola Serra Arroyo","L'Armentera","Albanyà","helena@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","17672992334","Miranda Mendez, Joan","17/07/1996","Contreras Vera, Isaac","+34 XXXXXXX","+34 XXXXXXX","joan@mailintaor.com","Beltran Franco, Sergi","+34 XXXXZZZZ","+34 XXXXLLL","isaac@mailintaor.com","c/ de l'aviador Sergi Beltran Franco","L'Armentera","Albanyà","joan@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","74915251267","Merino Leon, Jordi","20/10/1999","Silva Mas, Lucas","+34 XXXXXXX","+34 XXXXXXX","jordi@mailintaor.com","Riera Pereira, Judith","+34 XXXXZZZZ","+34 XXXXLLL","lucas@mailintaor.com","c/ de l'aviador Judith Riera Pereira","L'Armentera","Albanyà","jordi@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","76227999217","Padilla Puig, Javier","25/10/1997","Carbonell Ortega, Adrià","+34 XXXXXXX","+34 XXXXXXX","javier@mailintaor.com","Gimeno Castells, Víctor","+34 XXXXZZZZ","+34 XXXXLLL","adria@mailintaor.com","c/ de l'aviador Víctor Gimeno Castells","L'Armentera","Albanyà","javier@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","53662878084","Calvo Soto, Alejandro","28/04/1996","Peña Fernandez, Eva","+34 XXXXXXX","+34 XXXXXXX","alejandro@mailintaor.com","Garriga Vera, Max","+34 XXXXZZZZ","+34 XXXXLLL","eva@mailintaor.com","c/ de l'aviador Max Garriga Vera","L'Armentera","Albanyà","alejandro@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","81991551088","Bermudez Domingo, Clara","16/10/1998","Blasco Sierra, Laia","+34 XXXXXXX","+34 XXXXXXX","clara@mailintaor.com","Acosta Roman, Nerea","+34 XXXXZZZZ","+34 XXXXLLL","laia@mailintaor.com","c/ de l'aviador Nerea Acosta Roman","L'Armentera","Albanyà","clara@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","46549270188","Aguilar Lozano, Alexandra","20/09/1995","Puig Cano, Iris","+34 XXXXXXX","+34 XXXXXXX","alexandra@mailintaor.com","Ros Valencia, Gerard","+34 XXXXZZZZ","+34 XXXXLLL","iris@mailintaor.com","c/ de l'aviador Gerard Ros Valencia","L'Armentera","Albanyà","alexandra@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","45499627038","Leon Gonzalez, Abril","30/07/1999","Ros Garrido, Marc","+34 XXXXXXX","+34 XXXXXXX","abril@mailintaor.com","Aranda Simon, Marta","+34 XXXXZZZZ","+34 XXXXLLL","marc@mailintaor.com","c/ de l'aviador Marta Aranda Simon","L'Armentera","Albanyà","abril@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","13903178954","Silva Pages, Irene","15/05/1997","Ribas Mir, Axel","+34 XXXXXXX","+34 XXXXXXX","irene@mailintaor.com","Jurado Pages, Miquel","+34 XXXXZZZZ","+34 XXXXLLL","axel@mailintaor.com","c/ de l'aviador Miquel Jurado Pages","L'Armentera","Albanyà","irene@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","53378358015","Manzano Barrera, Lucas","17/11/1991","Navarro Lorenzo, Abril","+34 XXXXXXX","+34 XXXXXXX","lucas@mailintaor.com","Coll Pla, Erik","+34 XXXXZZZZ","+34 XXXXLLL","abril@mailintaor.com","c/ de l'aviador Erik Coll Pla","L'Armentera","Albanyà","lucas@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","19798921183","Valle Velasco, Ayman","03/09/1990","Marti Pastor, Ismael","+34 XXXXXXX","+34 XXXXXXX","ayman@mailintaor.com","Crespo Pallares, Eva","+34 XXXXZZZZ","+34 XXXXLLL","ismael@mailintaor.com","c/ de l'aviador Eva Crespo Pallares","L'Armentera","Albanyà","ayman@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","23901190338","Nieto Moya, Bernat","23/07/1998","Pujol Serrano, Naia","+34 XXXXXXX","+34 XXXXXXX","bernat@mailintaor.com","Rius Domingo, Pablo","+34 XXXXZZZZ","+34 XXXXLLL","naia@mailintaor.com","c/ de l'aviador Pablo Rius Domingo","L'Armentera","Albanyà","bernat@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","75854795959","Peña Mesa, Aitana","21/05/1993","Rodriguez Nuñez, Axel","+34 XXXXXXX","+34 XXXXXXX","aitana@mailintaor.com","Bueno Royo, Roger","+34 XXXXZZZZ","+34 XXXXLLL","axel@mailintaor.com","c/ de l'aviador Roger Bueno Royo","L'Armentera","Albanyà","aitana@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","55792364385","Prat Acosta, Ismael","03/09/1998","Alvarez Casado, Pol","+34 XXXXXXX","+34 XXXXXXX","ismael@mailintaor.com","Casado Izquierdo, Emma","+34 XXXXZZZZ","+34 XXXXLLL","pol@mailintaor.com","c/ de l'aviador Emma Casado Izquierdo","L'Armentera","Albanyà","ismael@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","79218153564","Gonzalez Casanova, Unai","20/03/1992","Velasco Cuenca, Cristina","+34 XXXXXXX","+34 XXXXXXX","unai@mailintaor.com","Codina Barrera, Marc","+34 XXXXZZZZ","+34 XXXXLLL","cristina@mailintaor.com","c/ de l'aviador Marc Codina Barrera","L'Armentera","Albanyà","unai@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","12045447423","Espinosa Mendez, Carla","22/11/1992","Salazar Merino, Martina","+34 XXXXXXX","+34 XXXXXXX","carla@mailintaor.com","Pascual Lara, Mario","+34 XXXXZZZZ","+34 XXXXLLL","martina@mailintaor.com","c/ de l'aviador Mario Pascual Lara","L'Armentera","Albanyà","carla@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","80880850628","Avila Carrasco, Ivet","22/11/1993","Gallego Borras, Gabriel","+34 XXXXXXX","+34 XXXXXXX","ivet@mailintaor.com","Costa Barrera, Alexandra","+34 XXXXZZZZ","+34 XXXXLLL","gabriel@mailintaor.com","c/ de l'aviador Alexandra Costa Barrera","L'Armentera","Albanyà","ivet@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","21178146030","Espinosa Vidal, Eloi","29/04/1999","Cuenca Diez, Ona","+34 XXXXXXX","+34 XXXXXXX","eloi@mailintaor.com","Gallardo Flores, Sergi","+34 XXXXZZZZ","+34 XXXXLLL","ona@mailintaor.com","c/ de l'aviador Sergi Gallardo Flores","L'Armentera","Albanyà","eloi@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","97579247792","Cano Cardona, Naia","16/03/1999","Leon Arroyo, Xavi","+34 XXXXXXX","+34 XXXXXXX","naia@mailintaor.com","Crespo Castaño, Joel","+34 XXXXZZZZ","+34 XXXXLLL","xavi@mailintaor.com","c/ de l'aviador Joel Crespo Castaño","L'Armentera","Albanyà","naia@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","83783183956","Royo Comas, Marcos","05/05/1998","Benitez Domenech, Helena","+34 XXXXXXX","+34 XXXXXXX","marcos@mailintaor.com","Blanco Gutierrez, Lucas","+34 XXXXZZZZ","+34 XXXXLLL","helena@mailintaor.com","c/ de l'aviador Lucas Blanco Gutierrez","L'Armentera","Albanyà","marcos@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","79241512487","Calvo Oliver, Irene","16/08/1993","Prat Codina, Iris","+34 XXXXXXX","+34 XXXXXXX","irene@mailintaor.com","Carbonell Capdevila, Valentina","+34 XXXXZZZZ","+34 XXXXLLL","iris@mailintaor.com","c/ de l'aviador Valentina Carbonell Capdevila","L'Armentera","Albanyà","irene@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
